,datetime,open,high,low,close,volume,prev,sub,top_1,top_2,top_3,top_4,top_5,top_6,top_7,top_8,top_9,top_10,top_11,top_12,top_13,top_14,top_15,top_16,top_17,top_18,top_19,top_20
130,2019-06-1111:00,44850,44850,44800,44800,4558,-50,0,-0.0005585411492429038,0.0040297376364747135,-7.806183277326687e-05,0.00043717049073676136,-0.006743607571782695,0.0017744660691403809,0.00930278296010278,-0.005343317616242483,0.004321262209742433,-0.0036343272438613015,0.001554518594176747,-0.00770265029331469,0.006997416021011839,0.0019010226332996899,0.001101595325469154,-0.004817340115963882,0.005631418278864398,-0.005638071220963522,-0.0009235485139126732,-0.001611924660961474
131,2019-06-1109:28,44750,44750,44700,44750,5120,0,0,-0.0007336364602416207,0.0037163361364532205,0.00011860895222035914,6.353568360244967e-05,-0.00712268553853233,0.008795618069952134,0.0015636792293049911,-0.0054021109107411,0.004386409255737261,-0.003642514320130552,0.0017164751421507938,-0.008203025046487775,0.0070696232224440715,0.0025190315238417557,0.0013734370783623849,-0.004626631171764619,0.005613701602878932,-0.005281232020292107,-0.0010416423598193325,-0.0008829780689389186
132,2019-06-0515:02,43800,43850,43800,43850,17959,50,1,-0.0007336364602416152,0.0037163361364532578,0.00011860895222034848,6.353568360245572e-05,-0.007122685538532346,0.008795618069952129,0.0015636792293049944,-0.0054021109107410935,0.00438640925573726,0.0017164751421507658,-0.003642514320130557,-0.008203025046487756,0.007069623222444081,0.005613701602878935,0.002519031523841761,-0.004626631171764628,0.0013734370783623849,-0.0052812320202921354,-0.0010416423598193338,-0.0008829780689389086
133,2019-06-0414:20,43400,43400,43350,43350,27487,-50,0,-0.0007336364602416192,0.003716336136453218,0.0001186089522203614,-0.007122685538532346,6.353568360245506e-05,0.008795618069952145,0.0015636792293050126,-0.005402110910741091,0.004386409255737249,0.0017164751421507784,-0.003642514320130552,-0.008203025046487762,0.007069623222444077,0.005613701602878927,0.0025190315238417626,-0.004626631171764635,0.0013734370783623846,-0.005281232020292122,-0.0010416423598193297,-0.0008829780689389121
134,2019-05-2911:16,41950,42000,41900,41900,64970,-50,0,-0.0005676862477969883,0.003964295075701858,-0.00013662753432178352,-0.006955153851334694,0.0002545558534172783,0.009144631416538077,0.002409162686211779,-0.005813496515601626,0.004918032733189679,0.0013411441815354766,-0.0037101701686244382,-0.00696495834574096,0.006619795563517677,0.005090958587878215,0.002967590620309239,-0.004050711249968499,0.0018088066771376821,-0.005713349838312685,-0.0006793262421209312,-0.0039274934016143535
135,2019-05-2810:06,42500,42550,42500,42550,9512,50,1,-0.0005676862477970092,0.003964295075701819,-0.00013662753432176316,-0.006955153851334689,0.00025455585341726617,0.009144631416538098,0.002409162686211769,-0.005813496515601647,0.004918032733189662,0.0013411441815355024,-0.0037101701686244287,-0.006964958345740973,0.006619795563517687,0.005090958587878204,0.002967590620309234,-0.0040507112499684785,0.0018088066771376856,-0.0006793262421209191,-0.0057133498383126775,-0.003927493401614349
136,2019-05-1610:23,41850,41900,41800,41850,49296,0,0,-0.0005676862477970039,0.003964295075701808,-0.00013662753432175674,-0.006955153851334696,0.009144631416538094,0.00025455585341728,0.00240916268621177,-0.00581349651560165,0.004918032733189651,0.0013411441815355315,-0.0037101701686244326,-0.006964958345740969,0.006619795563517696,0.005090958587878196,0.0029675906203092284,-0.004050711249968474,0.0018088066771376726,-0.0006793262421209262,-0.005713349838312665,-0.003927493401614353
137,2019-05-1609:40,42200,42200,42150,42150,11991,-50,0,-0.0007336364602416191,0.003716336136453225,0.00011860895222036392,-0.0071226855385323265,0.008795618069952145,6.353568360244746e-05,0.0015636792293049994,-0.005402110910741078,0.004386409255737271,0.0017164751421507507,-0.0036425143201305413,-0.008203025046487775,0.007069623222444075,0.005613701602878952,0.0025190315238417613,-0.004626631171764636,0.0013734370783623651,-0.0010416423598193464,-0.00528123202029211,-0.0008829780689389276
138,2019-05-1511:40,42900,42950,42800,42850,37843,-50,0,-0.0007336364602416326,0.003716336136453211,0.00011860895222035952,-0.007122685538532315,0.008795618069952145,6.353568360243797e-05,0.0015636792293050074,-0.005402110910741083,0.004386409255737299,0.00171647514215075,-0.00820302504648778,-0.003642514320130539,0.007069623222444073,0.005613701602878947,0.002519031523841762,-0.0046266311717646285,0.0013734370783623714,-0.00104164235981934,-0.0052812320202921155,-0.0008829780689389244
139,2019-05-0914:47,42950,43000,42950,43000,17150,50,1,-0.0007336364602416326,0.003716336136453211,0.00011860895222035952,-0.007122685538532315,0.008795618069952145,6.353568360243797e-05,0.0015636792293050074,-0.005402110910741083,0.004386409255737299,0.00171647514215075,-0.00820302504648778,-0.003642514320130539,0.007069623222444073,0.005613701602878947,0.002519031523841762,-0.0046266311717646285,0.0013734370783623714,-0.00104164235981934,-0.0052812320202921155,-0.0008829780689389244
140,2019-05-0715:19,44700,44700,44650,44650,39221,-50,0,-0.0007336364602415949,0.003716336136453243,0.00011860895222035683,-0.00712268553853234,0.008795618069952141,6.35356836024574e-05,0.0015636792293050245,-0.005402110910741085,0.004386409255737281,0.0017164751421507285,-0.0036425143201305405,-0.00820302504648775,-0.004626631171764656,0.0070696232224440655,0.0025190315238417657,0.0056137016028789425,0.0013734370783623634,-0.0010416423598193507,-0.005281232020292125,-0.0008829780689389252
141,2019-04-3011:06,45450,45500,45400,45450,23250,0,0,-0.0007336364602416202,0.0037163361364532304,0.00011860895222035201,6.353568360246632e-05,-0.007122685538532319,0.001563679229304988,0.008795618069952158,-0.005402110910741092,0.0017164751421507936,0.004386409255737257,-0.0036425143201305452,-0.00820302504648778,-0.0046266311717646225,0.0070696232224440715,0.002519031523841753,0.005613701602878924,0.0013734370783623786,-0.0010416423598193477,-0.005281232020292117,-0.000882978068938931
142,2019-04-2410:50,45000,45050,45000,45000,9776,0,0,-0.0007336364602416202,0.0037163361364532304,0.00011860895222035201,6.353568360246632e-05,-0.007122685538532319,0.001563679229304988,0.008795618069952158,-0.005402110910741092,0.0017164751421507936,0.004386409255737257,-0.0036425143201305452,-0.00820302504648778,-0.0046266311717646225,0.0070696232224440715,0.002519031523841753,0.005613701602878924,0.0013734370783623786,-0.0010416423598193477,-0.005281232020292117,-0.000882978068938931
143,2019-04-2310:00,45350,45400,45300,45300,23191,-50,0,-0.0007336364602416268,0.0037163361364532274,0.00011860895222035732,6.353568360244826e-05,-0.007122685538532323,0.0015636792293049998,0.008795618069952141,-0.005402110910741088,0.0017164751421507726,0.004386409255737264,-0.0036425143201305452,-0.00820302504648777,-0.004626631171764624,0.002519031523841768,0.007069623222444073,0.005613701602878915,0.0013734370783623766,-0.0010416423598193347,-0.005281232020292114,-0.0008829780689389169
144,2019-04-1611:20,46850,46900,46850,46850,5716,0,0,-0.000567686247796999,0.003964295075701821,-0.00013662753432177612,0.0002545558534172873,-0.006955153851334686,0.009144631416538113,0.002409162686211777,-0.0058134965156016495,0.001341144181535505,0.0049180327331896576,-0.003710170168624436,-0.006964958345740972,-0.0040507112499684715,0.006619795563517689,0.002967590620309237,0.0050909585878781815,0.0018088066771376953,-0.0006793262421209133,-0.00571334983831269,-0.003927493401614367
145,2019-04-1213:52,46550,46600,46500,46550,68848,0,0,-0.000567686247796999,0.003964295075701821,-0.00013662753432177612,0.0002545558534172873,-0.006955153851334686,0.009144631416538113,0.002409162686211777,-0.0058134965156016495,0.001341144181535505,0.0049180327331896576,-0.003710170168624436,-0.006964958345740972,-0.0040507112499684715,0.006619795563517689,0.002967590620309237,0.0050909585878781815,0.0018088066771376953,-0.0006793262421209133,-0.00571334983831269,-0.003927493401614367
146,2019-04-0510:57,46950,46950,46900,46950,4465,0,0,-0.0005676862477969688,0.003964295075701837,-0.00013662753432176452,0.0002545558534173054,-0.006955153851334708,0.002409162686211761,0.009144631416538106,-0.005813496515601643,0.0013411441815355109,-0.0037101701686244335,0.004918032733189618,-0.0069649583457409596,-0.004050711249968499,0.006619795563517697,0.002967590620309216,0.005090958587878204,0.0018088066771376925,-0.0006793262421209319,-0.005713349838312688,-0.003927493401614361
147,2019-04-0509:51,46700,46750,46650,46700,31169,0,0,-0.0005676862477969688,0.003964295075701837,-0.00013662753432176452,0.0002545558534173054,-0.006955153851334708,0.002409162686211761,0.009144631416538106,-0.005813496515601643,0.0013411441815355109,-0.0037101701686244335,0.004918032733189618,-0.0069649583457409596,-0.004050711249968499,0.006619795563517697,0.002967590620309216,0.005090958587878204,0.0018088066771376925,-0.0006793262421209319,-0.005713349838312688,-0.003927493401614361
148,2019-04-0111:48,45000,45050,45000,45050,3699,50,1,-0.0005676862477969795,0.003964295075701853,-0.0001366275343217771,0.00025455585341730964,-0.006955153851334711,0.00240916268621176,0.0091446314165381,-0.005813496515601629,0.001341144181535502,-0.003710170168624445,-0.004050711249968504,0.004918032733189642,-0.006964958345740976,0.006619795563517703,0.0029675906203092237,0.005090958587878226,0.0018088066771376687,-0.0006793262421209435,-0.0057133498383126775,-0.003927493401614346
149,2019-03-2614:09,45200,45250,45200,45250,23006,50,1,0.0002070563740077546,0.0048508433052005815,0.0005564582222508759,0.0004897112765924849,-0.001020759500879048,-0.006762070338967962,0.007462430072339042,-0.002913791653362178,0.002646346052794951,-0.003942258823688575,-0.004403821745001684,-0.007655263067175321,0.002865625413051301,0.00781684137256783,0.002757515361229369,0.0068401720366306346,0.0023513982462966647,-0.0006785433687480494,-0.00421449325125997,-0.007253395983878698
150,2019-03-2609:06,45500,45550,45450,45450,88527,-50,0,-0.0008329704289157985,0.0036016359827189827,-0.000109870315330309,-6.384954923584305e-05,-0.007208608284410708,0.0016206938314905575,0.008825304182834759,-0.0037119860363339892,-0.005403665980918576,0.0014264731105074185,-0.008171426665635568,-0.004825762946306284,0.0042193893158235865,0.00686872864022405,0.00213484112559287,0.005846261529433188,0.0012103268087411793,-0.0009660007040537131,-0.005419696671546669,0.0009601830553208683
151,2019-03-2011:25,43250,43300,43250,43250,3900,0,0,-0.0008329704289158093,0.00360163598271893,-0.00010987031533028779,-6.384954923584382e-05,-0.0072086082844107155,0.001620693831490587,0.008825304182834785,-0.003711986036333982,-0.005403665980918611,0.0014264731105074538,-0.008171426665635573,-0.004825762946306268,0.00421938931582358,0.0068687286402240475,0.0058462615294331425,0.0021348411255928887,0.0012103268087411993,-0.0009660007040536928,-0.005419696671546681,0.0009601830553208575
152,2019-03-2009:31,43400,43450,43400,43400,7581,0,0,-0.0008329704289158158,0.003601635982718942,-0.00010987031533028756,-0.007208608284410708,-6.384954923585327e-05,0.0016206938314905829,0.008825304182834762,-0.0037119860363339853,-0.005403665980918606,0.00142647311050745,-0.008171426665635589,-0.00482576294630625,0.00421938931582358,0.006868728640224036,0.0058462615294331615,0.002134841125592876,0.0012103268087412006,-0.0009660007040536931,-0.005419696671546669,0.0009601830553208672
153,2019-03-0812:13,43950,44000,43950,44000,29974,50,1,-0.0008329704289157968,0.0036016359827189814,-0.00010987031533029324,-0.0072086082844107155,-6.384954923585073e-05,0.0016206938314905475,0.008825304182834745,-0.003711986036333993,-0.005403665980918615,0.001426473110507449,-0.00482576294630625,-0.008171426665635573,0.004219389315823581,0.006868728640224066,0.0058462615294331615,0.0021348411255928787,0.001210326808741195,-0.0009660007040536953,0.0009601830553208463,-0.005419696671546667
154,2019-02-2210:03,46850,46900,46800,46900,11157,50,1,0.0010433792455178527,-0.0019312403530747316,-0.0008131316610246114,0.006061773449298934,-0.0004906433459998465,0.000377261279862194,-0.008606597485648158,0.005849680609149731,0.003042280401622399,0.0038814052764384772,-0.001954370252603657,0.009263008199692918,-0.002580276474201448,-0.007144651125661854,-0.00814186435303101,0.00017415147115569613,0.0002834097623156919,0.0032063970948110103,0.0013477100083987426,-0.002867681747018326
155,2019-02-2209:58,46650,46750,46650,46700,23817,50,1,0.0010433792455178737,-0.00193124035307472,-0.0008131316610245946,0.006061773449298917,-0.0004906433459998531,0.0003772612798621802,-0.008606597485648172,0.005849680609149738,0.003042280401622395,0.0038814052764384703,-0.0019543702526036385,0.009263008199692944,-0.002580276474201463,-0.0071446511256618595,0.00017415147115570518,-0.008141864353031016,0.00028340976231569444,0.0032063970948110147,0.0013477100083987355,-0.0028676817470183512
156,2019-02-2110:31,46350,46400,46350,46350,19061,0,0,0.0010433792455178527,-0.0019312403530747316,-0.0008131316610246114,0.006061773449298934,-0.0004906433459998465,0.000377261279862194,-0.008606597485648158,0.005849680609149731,0.003042280401622399,0.0038814052764384772,-0.001954370252603657,0.009263008199692918,-0.002580276474201448,-0.007144651125661854,-0.00814186435303101,0.00017415147115569613,0.0002834097623156919,0.0032063970948110103,0.0013477100083987426,-0.002867681747018326
157,2019-02-2109:37,46350,46400,46350,46400,4061,50,1,0.001043379245517877,-0.001931240353074721,-0.0008131316610245972,0.006061773449298915,-0.0004906433459998459,0.005849680609149714,0.0003772612798621968,-0.008606597485648172,0.0030422804016224073,0.003881405276438516,-0.0019543702526036693,0.009263008199692929,-0.002580276474201455,-0.007144651125661872,-0.008141864353030971,0.00017415147115567046,0.0013477100083987234,0.000283409762315675,0.003206397094810985,-0.0028676817470183052
158,2019-02-2109:27,46300,46350,46250,46300,54575,0,0,0.0010433792455178522,-0.0019312403530747715,-0.0008131316610246013,0.0058496806091497345,0.006061773449298947,-0.0004906433459998705,0.00037726127986221315,-0.00860659748564818,0.0030422804016224233,0.0038814052764385,-0.0019543702526036728,0.009263008199692935,-0.0025802764742014323,-0.008141864353030973,-0.0071446511256618985,0.00017415147115564994,0.001347710008398748,0.0002834097623156857,0.003206397094810989,-0.002867681747018279
159,2019-02-2109:26,46300,46350,46300,46350,6360,50,1,0.0010433792455178522,-0.0019312403530747715,-0.0008131316610246013,0.0058496806091497345,0.006061773449298947,-0.0004906433459998705,0.00037726127986221315,-0.00860659748564818,0.0030422804016224233,0.0038814052764385,-0.0019543702526036728,0.009263008199692935,-0.0025802764742014323,-0.008141864353030973,-0.0071446511256618985,0.00017415147115564994,0.001347710008398748,0.0002834097623156857,0.003206397094810989,-0.002867681747018279
160,2019-02-2109:09,46450,46500,46400,46450,33647,0,0,0.0010433792455178522,-0.0019312403530747715,-0.0008131316610246013,0.0058496806091497345,0.006061773449298947,-0.0004906433459998705,0.00037726127986221315,-0.00860659748564818,0.0030422804016224233,0.0038814052764385,-0.0019543702526036728,0.009263008199692935,-0.0025802764742014323,-0.008141864353030973,-0.0071446511256618985,0.00017415147115564994,0.001347710008398748,0.0002834097623156857,0.003206397094810989,-0.002867681747018279
161,2019-02-2109:08,46400,46450,46350,46450,66188,50,1,0.0010433792455178486,-0.0019312403530747488,-0.0008131316610245978,0.005849680609149719,0.006061773449298951,-0.0004906433459998497,0.0003772612798622061,-0.008606597485648168,0.0030422804016224077,0.0038814052764385007,-0.0019543702526036693,0.009263008199692922,-0.008141864353030971,-0.002580276474201443,-0.007144651125661881,0.00017415147115565095,-0.0028676817470182857,0.001347710008398736,0.00028340976231567986,0.003206397094810989
162,2019-02-1915:00,45850,45850,45800,45800,28240,-50,0,0.0010433792455178718,-0.0019312403530747113,-0.000813131661024594,0.005849680609149705,0.0060617734492989465,-0.0004906433459998573,-0.0086065974856482,0.00037726127986220686,0.003042280401622425,0.003881405276438543,-0.0019543702526037287,0.00926300819969292,-0.008141864353030919,-0.002580276474201429,-0.007144651125661885,0.00017415147115563232,-0.002867681747018261,0.001347710008398717,0.00028340976231564896,0.003206397094810975
163,2019-02-1911:08,45950,46000,45900,45950,23051,0,0,0.0010433792455178718,-0.0019312403530747113,-0.000813131661024594,0.005849680609149705,0.0060617734492989465,-0.0004906433459998573,-0.0086065974856482,0.00037726127986220686,0.003042280401622425,0.003881405276438543,-0.0019543702526037287,0.00926300819969292,-0.008141864353030919,-0.002580276474201429,-0.007144651125661885,0.00017415147115563232,-0.002867681747018261,0.001347710008398717,0.00028340976231564896,0.003206397094810975
164,2019-02-1910:35,45900,45900,45850,45900,2940,0,0,0.0011284244804275578,-0.0018092174160093907,-0.0006401566627164879,0.006111643677094594,0.006189163515231497,-0.00031233413299644886,-0.008503335279212917,0.0003534288858603938,0.0031719505629128385,0.003947883120524896,-0.0017789932442442964,0.009172604197522492,-0.008295995234584148,-0.0026428505638378466,-0.006952908415977387,0.00013691003147413655,-0.002766258849772068,0.0012310500500337055,0.003058133004366268,-0.0007991417260973903
165,2019-02-1909:07,45650,45700,45600,45650,14554,0,0,0.0011284244804275745,-0.001809217416009436,-0.0006401566627164622,0.006111643677094594,0.006189163515231503,-0.0003123341329964175,-0.008503335279212907,0.0003534288858603782,0.0031719505629128467,0.0039478831205249,-0.0017789932442442626,0.009172604197522484,-0.008295995234584151,-0.0026428505638378605,-0.006952908415977415,0.00013691003147411286,-0.0027662588497720624,0.0012310500500337205,-0.000799141726097402,0.003058133004366252
166,2019-02-1811:02,46600,46600,46500,46500,30829,-100,0,0.0011284244804275533,-0.0018092174160095093,-0.0006401566627164666,0.006111643677094599,0.00618916351523151,-0.00031233413299642344,-0.008503335279212912,0.00035342888586044287,0.0031719505629128424,-0.001778993244244273,0.0039478831205248645,0.009172604197522484,-0.008295995234584163,-0.002642850563837825,-0.006952908415977449,0.0001369100314741131,-0.0027662588497720424,0.0012310500500337688,-0.0007991417260973824,0.003058133004366264
167,2019-02-1810:20,46600,46650,46550,46650,38179,50,1,0.0011284244804275615,-0.0018092174160094414,0.0061116436770946,-0.0006401566627164628,0.0061891635152314965,-0.0003123341329964189,-0.008503335279212907,0.00035342888586041435,0.0031719505629128337,-0.001778993244244272,0.0039478831205248715,0.009172604197522492,-0.00829599523458416,-0.002642850563837845,-0.006952908415977426,0.00013691003147413045,-0.002766258849772058,0.0012310500500337294,-0.0007991417260974008,0.00305813300436626
168,2019-02-1410:26,46600,46650,46600,46650,11371,50,1,0.0011284244804275598,-0.001809217416009434,0.0061116436770946286,-0.0006401566627164666,0.006189163515231522,-0.00031233413299642246,-0.008503335279212909,0.00035342888586039007,0.003171950562912839,-0.001778993244244253,0.0039478831205248715,0.009172604197522477,-0.008295995234584172,-0.006952908415977414,-0.002642850563837844,0.00013691003147413408,-0.0007991417260974179,-0.002766258849772073,0.0012310500500337304,0.00305813300436626
169,2019-02-1409:10,46250,46300,46250,46250,3906,0,0,0.0011284244804275801,-0.0018092174160094406,0.006111643677094596,-0.0006401566627164679,0.006189163515231504,-0.0003123341329964202,-0.008503335279212912,0.0003534288858603989,0.003171950562912844,-0.0017789932442442856,0.003947883120524882,0.009172604197522494,-0.0026428505638378496,-0.008295995234584144,-0.006952908415977424,0.00013691003147411597,-0.0007991417260974011,-0.0027662588497720524,0.0012310500500337257,0.003058133004366251
170,2019-02-1312:25,46200,46250,46200,46200,14682,0,0,0.0011284244804275591,-0.001809217416009377,0.0061116436770946156,-0.0006401566627164682,0.006189163515231524,-0.00031233413299642463,-0.008503335279212923,0.00035342888586033954,0.0031719505629128485,-0.0017789932442442266,0.003947883120524916,0.009172604197522468,-0.0026428505638378666,-0.008295995234584158,-0.006952908415977373,0.0001369100314741085,-0.0007991417260974268,0.0012310500500336869,-0.002766258849772077,0.003058133004366257
171,2019-02-1311:00,46300,46350,46250,46300,4478,0,0,0.001128424480427536,-0.0018092174160094137,0.006111643677094628,-0.000640156662716476,0.006189163515231532,-0.000312334132996448,-0.008503335279212909,0.000353428885860381,0.0031719505629128498,-0.0017789932442442646,0.003947883120524876,0.009172604197522465,-0.0026428505638378353,-0.008295995234584163,-0.006952908415977389,-0.0007991417260974178,0.00013691003147412546,0.0012310500500337107,-0.002766258849772061,0.003058133004366273
172,2019-02-1310:31,46250,46300,46250,46300,3466,50,1,0.001128424480427536,-0.0018092174160094137,0.006111643677094628,-0.000640156662716476,0.006189163515231532,-0.000312334132996448,-0.008503335279212909,0.000353428885860381,0.0031719505629128498,-0.0017789932442442646,0.003947883120524876,0.009172604197522465,-0.0026428505638378353,-0.008295995234584163,-0.006952908415977389,-0.0007991417260974178,0.00013691003147412546,0.0012310500500337107,-0.002766258849772061,0.003058133004366273
173,2019-02-1214:19,46000,46050,46000,46050,32736,50,1,0.0011284244804275801,-0.0018092174160093527,0.0061116436770946025,-0.0006401566627164584,0.006189163515231511,-0.000312334132996434,-0.008503335279212938,0.0003534288858603222,0.003171950562912857,-0.0017789932442442672,0.00394788312052494,0.009172604197522484,-0.0026428505638378787,-0.008295995234584144,-0.006952908415977378,-0.000799141726097419,0.00013691003147412023,-0.0027662588497720736,0.0012310500500336706,0.0030581330043662567
174,2019-02-1209:15,44950,45000,44950,44950,18858,0,0,0.0011284244804275474,-0.001809217416009443,0.0061116436770946424,-0.0006401566627164808,0.006189163515231513,-0.00031233413299643884,-0.008503335279212917,0.0003534288858604108,0.003171950562912833,-0.0017789932442442593,0.003947883120524844,0.009172604197522477,-0.00695290841597741,-0.002642850563837829,-0.00829599523458417,-0.0007991417260974088,0.00013691003147414506,-0.002766258849772064,0.0012310500500337408,0.003058133004366281
175,2019-02-1112:55,44500,44500,44450,44500,4434,0,0,0.0011284244804275474,-0.001809217416009443,0.0061116436770946424,-0.0006401566627164808,0.006189163515231513,-0.00031233413299643884,-0.008503335279212917,0.0003534288858604108,0.003171950562912833,-0.0017789932442442593,0.003947883120524844,0.009172604197522477,-0.00695290841597741,-0.002642850563837829,-0.00829599523458417,-0.0007991417260974088,0.00013691003147414506,-0.002766258849772064,0.0012310500500337408,0.003058133004366281
176,2019-02-1112:55,44500,44500,44450,44500,4434,0,0,0.0011284244804275474,-0.001809217416009443,0.0061116436770946424,-0.0006401566627164808,0.006189163515231513,-0.00031233413299643884,-0.008503335279212917,0.0003534288858604108,0.003171950562912833,-0.0017789932442442593,0.003947883120524844,0.009172604197522477,-0.00695290841597741,-0.002642850563837829,-0.00829599523458417,-0.0007991417260974088,0.00013691003147414506,-0.002766258849772064,0.0012310500500337408,0.003058133004366281
177,2019-02-1112:55,44500,44500,44450,44500,4434,0,0,0.001128424480427544,-0.0018092174160094288,0.006111643677094645,-0.0006401566627164841,0.006189163515231516,-0.0003123341329964473,-0.008503335279212909,0.00035342888586039944,-0.0017789932442442548,0.003171950562912843,0.003947883120524856,0.00917260419752247,-0.0069529084159774025,-0.002642850563837828,-0.008295995234584174,-0.0007991417260974122,0.0001369100314741346,-0.002766258849772077,0.001231050050033737,0.003058133004366282
178,2019-02-1112:55,44500,44500,44450,44500,4434,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
179,2019-02-1112:55,44500,44500,44450,44500,4434,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
180,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
181,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
182,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
183,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
184,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
185,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
186,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
187,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.0011284244804275526,-0.0018092174160094148,0.006111643677094615,-0.0006401566627164638,0.006189163515231508,-0.0003123341329964275,0.00035342888586039007,-0.008503335279212914,-0.0017789932442442613,0.003171950562912843,0.0039478831205248715,0.009172604197522477,-0.006952908415977393,-0.0026428505638378488,-0.008295995234584158,-0.0007991417260974068,0.00013691003147413283,-0.002766258849772075,0.0012310500500337085,0.003058133004366265
188,2019-02-1112:54,44450,44500,44450,44450,5533,0,0,0.001128424480427575,-0.0018092174160093848,0.0061116436770946095,-0.0006401566627164813,0.006189163515231503,-0.00031233413299642886,0.0003534288858603615,-0.0017789932442442453,-0.008503335279212931,0.0031719505629128433,0.003947883120524899,0.00917260419752248,-0.006952908415977396,-0.0026428505638378553,-0.008295995234584155,-0.0007991417260974017,0.00013691003147412231,-0.002766258849772084,0.001231050050033703,0.003058133004366265
189,2019-02-1110:13,44400,44450,44400,44450,2200,50,1,0.0011284244804275823,-0.0018092174160094009,0.0061116436770945965,-0.0006401566627164666,0.006189163515231497,-0.0003123341329964192,0.0003534288858603758,-0.0017789932442442602,-0.008503335279212912,0.003171950562912836,0.0039478831205248845,-0.002642850563837857,0.009172604197522484,-0.006952908415977393,-0.008295995234584165,-0.0007991417260974062,0.000136910031474134,-0.002766258849772091,0.0012310500500337116,0.003058133004366261
